Actual Force X,Actual Force Y,Actual Force Z,Actual Torque X,Actual Torque Y,Actual Torque Z,Predicted Force X,Predicted Force Y,Predicted Force Z,Predicted Torque X,Predicted Torque Y,Predicted Torque Z,Variance
6.54211421013145,43.36712440173727,-3.9866981510838713,-3.08423885037362,0.0424850944526625,0.0575649594448934,6.3219996830986815,43.098901717928925,-3.768525306059587,-3.0675682971348444,0.017060986281634882,0.054707584647828045,1.1927018378107181
-1.8941003792604527,4.061864716195519,-0.5005227933729208,-0.2531582200091457,-0.1293315500094672,0.0617522138640646,-1.8320936476406153,3.9758556834708827,-0.4366135823346511,-0.24917921866151982,-0.12887733989905004,0.06171293773214964,1.1655955320613618
28.59068843754027,-24.254485246934976,-29.21742536031661,2.418198165527172,1.8270683081468573,0.2990461054061682,27.756770912906916,-25.368930427441285,-31.410943887190683,2.4438592185181918,1.8032632794883199,0.30185594484502243,1.452097169130015
4.178427794178779,7.860896574132063,1.250363424784769,-0.6513697824890119,0.442241953701232,0.109745844764318,4.059439030667022,7.92736182240489,1.2740125600347176,-0.6491379579054533,0.43671121110602384,0.10929147348711266,1.3381642608804345
-8.497578822366615,-1.8357500787800864,1.2417182261654274,-0.0541335629114421,-0.1717607752322775,0.0244817798876341,-8.56642226720524,-1.3406548279213837,4.2013002974640585,-0.13934933366164337,-0.2035494596973738,0.027625920773619805,1.8034527606652961
-9.65409588741772,25.449830775210245,2.99389862079754,-1.6525327889986576,-0.3546044148582523,-0.1688002381278652,-8.303161234339427,25.679898931405546,2.683346078107263,-1.6896466363677893,-0.355965495403356,-0.17339109622093574,1.2636674396744372
16.804206114366632,38.662124635083536,7.4528573838050844,-2.9662638021066448,0.769745182739423,0.2136813930124352,16.74731168028279,38.65590312032896,7.388277730747788,-2.961335732479766,0.7737000258243789,0.2145210819675889,1.1999710155111831
-13.768101025479307,-2.9019703596055155,17.088227415217826,-0.4981400994967488,-0.6003566971077321,-0.0952599356442839,-13.351319262347346,-3.3019883641601524,18.27019933225884,-0.4858472904824884,-0.6192186651629381,-0.10085499071492239,2.6341216059846335
-5.537952136696443,4.228321315632412,-15.166429662597722,-0.4024110799379823,-0.0633544976862195,0.1031821926495759,-5.496702507723455,4.151924098553991,-15.99919692222474,-0.39779023894524634,-0.06405385100814875,0.10490030123814975,1.2317748631131185
-19.00425586926412,-7.445568652619185,4.184384227258871,0.5856547536558092,-1.1220294088007476,-0.1458026124158397,-18.837262437714124,-7.487558925329951,4.452411410876765,0.5830054577994837,-1.114108321662587,-0.1444393080440513,2.388065772115171
-38.444189786165,1.4653494871383668,63.8590432674382,-0.7342539656382517,-2.629693887483001,-0.3550455735759368,-38.32870061323919,1.5013581122260007,63.40296516611585,-0.7267080799761185,-2.6308290982304037,-0.35623444734519105,1.1910413698173006
-22.61102963608393,-9.858567685703042,-74.22432292437176,1.5056619593080496,-1.1873635756442655,-0.1792105481235591,-22.360208920739524,-10.144978982084263,-73.84793290465839,1.505059833032961,-1.1927311922672907,-0.17989468069152487,1.1529776879415028
-29.821158137072807,-20.244600754924534,10.198817914280648,1.1474325244085044,-1.907745070865832,-0.4029989158861422,-29.295807172764516,-20.372841006202577,9.169816361214501,1.1527691753076479,-1.922369058976586,-0.40449797371256324,1.1730916643412588
0.975532479660256,-0.9671661313927092,8.851520923591284,0.0125315680988654,0.0182399043123964,-0.0013387577080716,0.9839694804790042,-0.9663748520358624,8.871365238392286,0.011925994863807965,0.018263718027954123,-0.0013284673273892822,1.142278818049478
1.5909981179085833,-0.748024201749287,7.934046812657813,0.0052409336154737,0.0217223978167156,-0.0003357543379831,1.6434599174555728,-0.6959102734549845,7.912493557465936,0.0016263099680067228,0.024467063144393286,0.0002699538280240832,1.1452728414815017
-6.306781412948597,-7.852578265846455,-0.803496434833952,0.0745697244319831,-0.0960967035105815,6.212033466974215e-05,-6.619456807817869,-7.637670613400019,0.22191761658520903,0.07619930482330162,-0.10733057768794474,-0.0024427930143143817,1.3911373449530249
-7.9025723071174525,-4.427062497920208,-5.422833386684719,0.2779354840379834,-0.2246485412523315,0.0030526739161286,-7.696233700025232,-4.488863052861916,-5.299765368983685,0.27282369644467064,-0.21620055593479393,0.0039141334315411225,1.4284961102283962
-23.131707794591943,0.8742642248944223,11.934418572227386,-0.3509348592042639,-1.2194071385412,-0.2196670215146833,-22.92656119830618,1.2699779244164873,16.323741411642004,-0.44243872655383143,-1.246021723699899,-0.2163009451254564,1.8436855363325453
-7.302404620662804,1.8608474181570207,4.592556824303087,-0.5749004728723488,-0.4139426140066088,-0.0883049389055368,-7.814822566314859,1.8780705770417256,4.577245499839748,-0.5634000339713414,-0.4191061290504837,-0.08596959540317195,1.41367663314543
22.307138405568224,8.472183446755164,0.8313578727870947,-0.6802833391569398,1.1815514824715256,0.208067005686516,22.376019835194228,8.935572088428216,0.7261281015496053,-0.6483102603551534,1.184165627966225,0.20933501290556755,1.201379501098332
-8.106357500925514,-44.19961608873941,-0.7111306154974457,3.125114232735544,-0.4595372379331434,-0.0437192010726625,-8.05781849030674,-43.32269913478385,-0.7297898028038219,3.064762478447224,-0.4581328186622039,-0.04390111542032452,1.8876089414724806
-15.14342041298612,-6.2350590407980695,-13.637639551244485,0.2242699381726628,-1.2849375939679568,-0.3868519788001429,-15.123541343708638,-6.390798914367256,-12.157185386837739,0.22229779154111462,-1.302178596166028,-0.38653472091779295,1.5521906792946272
