Time,Joint Name,Position,Velocity,Acceleration,Effort
224.927,ur5_elbow_joint,0.6988126052599695,-0.0003550820957696,-0.014203283830784,-21.941490235888423
224.927,ur5_shoulder_lift_joint,-0.7714105787816914,0.0005550298050192,0.036404476031551995,-52.76979817823413
224.927,ur5_shoulder_pan_joint,0.0425606796719328,-0.0001745126812339,-0.029181699450124,-0.004101159662794
224.927,ur5_wrist_1_joint,-1.768198920488974,-0.0001503985628111,0.0009645647369120006,-2.807412313703416
224.927,ur5_wrist_2_joint,-1.523803140499079,-0.0031402365560357,-0.11959351972898398,0.0759532065797344
224.927,ur5_wrist_3_joint,0.0780896243488227,0.0046719191142756,0.31248622681245203,3.948463883839211e-05
224.952,ur5_elbow_joint,0.698813018499223,0.0004131702278144,0.016526809112576,-21.934685775317163
224.952,ur5_shoulder_lift_joint,-0.7714110869915176,-0.0004957035520217,-0.03635495119344399,-52.88786527208806
224.952,ur5_shoulder_pan_joint,0.0425608137525985,0.0001340668558637,0.025190816315415997,0.0351651000351046
224.952,ur5_wrist_1_joint,-1.7681991416891183,4.791202279282221e-06,-0.00517102614337671,-2.807128466246347
224.952,ur5_wrist_2_joint,-1.5238007382185428,0.002390907034004,0.0954446332689887,0.0809316925446496
224.952,ur5_wrist_3_joint,0.0780845539116139,-0.0037385774527873,-0.245179379471652,-0.0005197846212109
224.976,ur5_elbow_joint,0.6988130185663728,0.000413170146903,0.016526805876119998,-21.93468591177162
224.976,ur5_shoulder_lift_joint,-0.7714110994864747,-0.0004957035018747,-0.036354945951108,-52.88786507731202
224.976,ur5_shoulder_pan_joint,0.0425608137468938,0.0001340666875742,0.025190807577955998,0.035165074053617
224.976,ur5_wrist_1_joint,-1.768199367668883,4.791696938949425e-06,-0.005170999625410023,-2.807128644116158
224.976,ur5_wrist_2_joint,-1.5238007268247609,0.0023909064388148,0.09544458967503403,0.0809317093398939
224.976,ur5_wrist_3_joint,0.0780832253881635,-0.0037384425558894,-0.24517395978816797,-0.0005197412881605
225.001,ur5_elbow_joint,0.6988130109188129,-7.715300498203079e-06,-0.00030861201992812316,-21.95087742954661
225.001,ur5_shoulder_lift_joint,-0.7714111658638343,-5.38799112326063e-05,-0.001846584429376129,-52.67276633021482
225.001,ur5_shoulder_pan_joint,0.0425608358622771,2.2116688094029075e-05,0.003039863973065415,-0.0270870150948652
225.001,ur5_wrist_1_joint,-1.7681995488378703,4.4799713275752416e-05,0.0009073210072689336,-2.807291122461363
225.001,ur5_wrist_2_joint,-1.5238002320981234,0.0004833379846899,0.0175415308565659,0.0742053818908124
225.001,ur5_wrist_3_joint,0.0780811934659997,-0.0007065980684103,-0.047597442124007995,0.0003581983912177
225.025,ur5_elbow_joint,0.6988130109861199,-7.715314315384202e-06,-0.0003086125726153681,-21.950877562562432
225.025,ur5_shoulder_lift_joint,-0.771411178358699,-5.38798829343891e-05,-0.0018465827447601958,-52.67276616182573
225.025,ur5_shoulder_pan_joint,0.0425608358565714,2.211666929666804e-05,0.0030398620892422854,-0.0270869668206975
225.025,ur5_wrist_1_joint,-1.7681997747950238,4.48001632860124e-05,0.0009073397595737744,-2.807291300609393
225.025,ur5_wrist_2_joint,-1.5238002207056045,0.0004833377675133,0.0175415041690915,0.0742054003988256
225.025,ur5_wrist_3_joint,0.0780798714639159,-0.0007064650124913,-0.047592111200183994,0.000358241158047
225.049,ur5_elbow_joint,0.6988130110535122,-7.715327933848577e-06,-0.0003086131173539431,-21.950877695754716
225.049,ur5_shoulder_lift_joint,-0.7714111908535299,-5.3879854784124576e-05,-0.0018465810740110398,-52.6727659934884
225.049,ur5_shoulder_pan_joint,0.0425608358508737,2.211665050921138e-05,0.0030398602117334378,-0.027086918728784
225.049,ur5_wrist_1_joint,-1.768200000741099,4.480061363162912e-05,0.0009073585248967097,-2.807291478873692
225.049,ur5_wrist_2_joint,-1.5238002093136105,0.0004833375509037,0.017541477490882834,0.0742054188938552
225.049,ur5_wrist_3_joint,0.0780785526441416,-0.0007063322773582,-0.047586793130476,0.0003582838226166
225.074,ur5_elbow_joint,0.6988129607605122,-5.036076820475802e-05,-0.0020144307281903208,-21.942444696153693
225.074,ur5_shoulder_lift_joint,-0.771411210878143,-7.5283716073955955e-06,0.0017132958638944966,-52.760596894857606
225.074,ur5_shoulder_pan_joint,0.0425608541755861,1.8327893401816915e-05,0.0010342506003685004,-0.0047854773727523
225.074,ur5_wrist_1_joint,-1.7682001635303486,6.314576052074736e-05,0.001792714684757218,-2.8073587794587618
225.074,ur5_wrist_2_joint,-1.523799930037045,0.000267888002046,0.008189689661010106,0.0758715750452277
225.074,ur5_wrist_3_joint,0.0780767893684837,-0.0004476311766049,-0.028620767146036,6.167365571761854e-05
225.098,ur5_elbow_joint,0.6988129608280857,-5.036075873728294e-05,-0.0020144303494913176,-21.942444831011365
225.098,ur5_shoulder_lift_joint,-0.7714112233729029,-7.528365971880782e-06,0.0017132957106160863,-52.76059672229752
225.098,ur5_shoulder_pan_joint,0.0425608541698947,1.83278813402895e-05,0.0010342498924868111,-0.0047854587888878
225.098,ur5_wrist_1_joint,-1.768200389453841,6.314619010831694e-05,0.0017927323507210976,-2.8073589579081437
225.098,ur5_wrist_2_joint,-1.523799918646226,0.0002678878716545,0.008189667261847323,0.0758715932379374
225.098,ur5_wrist_3_joint,0.0780754770223177,-0.0004474992219478,-0.028615483744092,6.171622516859958e-05
225.122,ur5_elbow_joint,0.6988129608957454,-5.036074903846393e-05,-0.002014429961538557,-21.942444966046388
