Joint_1_Position,Joint_1_Velocity,Joint_1_Acceleration,Joint_2_Position,Joint_2_Velocity,Joint_2_Acceleration,Joint_3_Position,Joint_3_Velocity,Joint_3_Acceleration,Joint_4_Position,Joint_4_Velocity,Joint_4_Acceleration,Joint_5_Position,Joint_5_Velocity,Joint_5_Acceleration,Joint_6_Position,Joint_6_Velocity,Joint_6_Acceleration,Joint_1_Effort,Joint_2_Effort,Joint_3_Effort,Joint_4_Effort,Joint_5_Effort,Joint_6_Effort
0.8266787716483313,0.0001923667298012,0.0076946691920479,-0.8288474110142481,-0.0002672451817576,-0.0183844764623519,-0.0985872288179683,8.39024971996782e-05,0.0140459071582911,-1.840379999210932,-0.0002658114655594,-0.0139885585103631,-1.6696610987520533,0.0019354966859114,0.088052326058832,0.0170287954550873,-0.0023083731530736,-0.1697547935594,-21.988689554354643,-51.11607413860654,0.0191204118085912,-2.807625938973528,-0.1583373649145097,-0.0002894810224506
-0.8288474110142481,-0.0002672451817576,-0.0183844764623519,-0.0985872288179683,8.39024971996782e-05,0.0140459071582911,-1.840379999210932,-0.0002658114655594,-0.0139885585103631,-1.6696610987520533,0.0019354966859114,0.088052326058832,0.0170287954550873,-0.0023083731530736,-0.1697547935594,0.8266787718517197,0.0001923664822216,0.0076946592888639,-51.11607413860654,0.0191204118085912,-2.807625938973528,-0.1583373649145097,-0.0002894810224506,-21.98868996520004
-0.0985872288179683,8.39024971996782e-05,0.0140459071582911,-1.840379999210932,-0.0002658114655594,-0.0139885585103631,-1.6696610987520533,0.0019354966859114,0.088052326058832,0.0170287954550873,-0.0023083731530736,-0.1697547935594,0.8266787718517197,0.0001923664822216,0.0076946592888639,-0.8288474109866764,-0.0002672448305088,-0.018384452509216,0.0191204118085912,-2.807625938973528,-0.1583373649145097,-0.0002894810224506,-21.98868996520004,-51.11607434544428
-1.840379999210932,-0.0002658114655594,-0.0139885585103631,-1.6696610987520533,0.0019354966859114,0.088052326058832,0.0170287954550873,-0.0023083731530736,-0.1697547935594,0.8266787718517197,0.0001923664822216,0.0076946592888639,-0.8288474109866764,-0.0002672448305088,-0.018384452509216,-0.0985872288097065,8.390290018649097e-05,0.0140459092278116,-2.807625938973528,-0.1583373649145097,-0.0002894810224506,-21.98868996520004,-51.11607434544428,0.0191205180008975
-1.6696610987520533,0.0019354966859114,0.088052326058832,0.0170287954550873,-0.0023083731530736,-0.1697547935594,0.8266787718517197,0.0001923664822216,0.0076946592888639,-0.8288474109866764,-0.0002672448305088,-0.018384452509216,-0.0985872288097065,8.390290018649097e-05,0.0140459092278116,-1.8403802657166293,-0.0002658112760141,-0.0139885670480236,-0.1583373649145097,-0.0002894810224506,-21.98868996520004,-51.11607434544428,0.0191205180008975,-2.8076262872985707
0.0170287954550873,-0.0023083731530736,-0.1697547935594,0.8266787718517197,0.0001923664822216,0.0076946592888639,-0.8288474109866764,-0.0002672448305088,-0.018384452509216,-0.0985872288097065,8.390290018649097e-05,0.0140459092278116,-1.8403802657166293,-0.0002658112760141,-0.0139885670480236,-1.6696611127237926,0.0019354985185487,0.088052391782512,-0.0002894810224506,-21.98868996520004,-51.11607434544428,0.0191205180008975,-2.8076262872985707,-0.1583373751393083
0.8266787718517197,0.0001923664822216,0.0076946592888639,-0.8288474109866764,-0.0002672448305088,-0.018384452509216,-0.0985872288097065,8.390290018649097e-05,0.0140459092278116,-1.8403802657166293,-0.0002658112760141,-0.0139885670480236,-1.6696611127237926,0.0019354985185487,0.088052391782512,0.017031430787485,-0.0023086417975148,-0.16976561264254,-21.98868996520004,-51.11607434544428,0.0191205180008975,-2.8076262872985707,-0.1583373751393083,-0.0002895665190331
-0.8288474109866764,-0.0002672448305088,-0.018384452509216,-0.0985872288097065,8.390290018649097e-05,0.0140459092278116,-1.8403802657166293,-0.0002658112760141,-0.0139885670480236,-1.6696611127237926,0.0019354985185487,0.088052391782512,0.017031430787485,-0.0023086417975148,-0.16976561264254,0.8266787720987541,4.3416263297593695e-08,1.7366505319037478e-06,-51.11607434544428,0.0191205180008975,-2.8076262872985707,-0.1583373751393083,-0.0002895665190331,-21.996770105252747
-0.0985872288097065,8.390290018649097e-05,0.0140459092278116,-1.8403802657166293,-0.0002658112760141,-0.0139885670480236,-1.6696611127237926,0.0019354985185487,0.088052391782512,0.017031430787485,-0.0023086417975148,-0.16976561264254,0.8266787720987541,4.3416263297593695e-08,1.7366505319037478e-06,-0.8288474572876376,-4.632659164791875e-05,-0.0018548003164486,0.0191205180008975,-2.8076262872985707,-0.1583373751393083,-0.0002895665190331,-21.996770105252747,-50.99723822992967
-1.8403802657166293,-0.0002658112760141,-0.0139885670480236,-1.6696611127237926,0.0019354985185487,0.088052391782512,0.017031430787485,-0.0023086417975148,-0.16976561264254,0.8266787720987541,4.3416263297593695e-08,1.7366505319037478e-06,-0.8288474572876376,-4.632659164791875e-05,-0.0018548003164486,-0.0985872172032058,1.1599787381678989e-05,0.0023170551611839,-2.8076262872985707,-0.1583373751393083,-0.0002895665190331,-21.996770105252747,-50.99723822992967,-0.0170960259076909
